City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
591,Salta,AR,2023-01-14 04:20:38,-24.7859,-65.4117,57.79,82,0,5.75
592,Marechal Candido Rondon,BR,2023-01-14 04:23:45,-24.5561,-54.0567,65.5,92,100,3.4
593,Mahibadhoo,MV,2023-01-14 04:23:46,3.7833,72.9667,79.05,63,47,8.05
594,Virginia Beach,US,2023-01-14 04:20:05,36.8529,-75.978,44.65,69,100,21.85
595,Chiredzi,ZW,2023-01-14 04:23:48,-21.05,31.6667,69.17,84,10,4.16
596,Staryy Nadym,RU,2023-01-14 04:23:49,65.6118,72.6842,-7.78,100,100,1.19
597,Jabinyanah,TN,2023-01-14 04:23:49,35.035,10.9081,49.8,70,87,10.67
598,Iralaya,HN,2023-01-14 04:23:50,15.0,-83.2333,75.85,79,63,12.26
599,Goundam,ML,2023-01-14 04:24:51,16.4145,-3.6708,63.12,15,26,8.68
600,Jacqueville,CI,2023-01-14 04:24:52,5.2052,-4.4146,79.14,85,39,4.81
601,Valparaiso,CL,2023-01-14 04:23:17,-33.0393,-71.6273,63.48,100,0,11.5
602,Benghazi,LY,2023-01-14 04:24:53,32.1167,20.0667,60.3,61,98,11.12
603,Brignais,FR,2023-01-14 04:24:54,45.6736,4.7548,43.9,87,100,0.0
604,Tocopilla,CL,2023-01-14 04:24:55,-22.092,-70.1979,68.74,72,13,4.43
605,Manoel Urbano,BR,2023-01-14 04:24:56,-8.8389,-69.2597,70.92,96,100,2.57
606,Jamai,IN,2023-01-14 04:24:57,22.2,78.5833,64.62,41,0,3.91
607,Montes Altos,BR,2023-01-14 04:24:58,-5.8333,-47.0667,71.15,94,84,1.61
608,Naryan-Mar,RU,2023-01-14 04:24:59,67.6713,53.087,17.15,95,100,12.59
609,Jeremoabo,BR,2023-01-14 04:22:10,-10.075,-38.4808,70.99,96,37,7.16
610,Swellendam,ZA,2023-01-14 04:24:59,-34.0226,20.4417,64.92,81,89,4.03
611,Umm Kaddadah,SD,2023-01-14 04:25:00,13.6017,26.6876,55.17,25,2,12.93
612,Novo Aripuana,BR,2023-01-14 04:25:01,-5.1206,-60.3797,71.83,99,100,1.36
613,Xuddur,SO,2023-01-14 04:25:02,4.1213,43.8894,68.16,74,5,14.07
614,Colesberg,ZA,2023-01-14 04:25:03,-30.72,25.0972,75.04,28,20,2.57
615,Bridlington,GB,2023-01-14 04:25:04,54.0831,-0.1919,44.89,91,100,27.18
616,Tourlaville,FR,2023-01-14 04:25:04,49.6383,-1.5664,49.42,93,100,23.02
617,Doha,QA,2023-01-14 04:20:26,25.2867,51.5333,67.98,68,40,8.05
618,Smithfield,US,2023-01-14 04:25:06,41.922,-71.5495,43.07,83,100,9.22
619,Timra,SE,2023-01-14 04:25:08,62.487,17.3257,28.08,93,100,8.05
620,Gwadar,PK,2023-01-14 04:25:09,25.1216,62.3254,50.94,29,1,13.65
621,Vryburg,ZA,2023-01-14 04:25:13,-26.9566,24.7284,66.88,32,0,7.47
622,Urucui,BR,2023-01-14 04:25:13,-7.2294,-44.5561,74.95,82,88,2.73
623,Olenino,RU,2023-01-14 04:25:15,56.2092,33.4889,25.9,92,100,10.87
624,Pori,FI,2023-01-14 04:25:16,61.4833,21.7833,37.47,100,100,6.91
625,Sarankhola,BD,2023-01-14 04:25:18,22.3082,89.7897,78.04,53,0,2.3
626,Koratla,IN,2023-01-14 04:25:19,18.8167,78.7167,74.55,38,44,3.27
627,Saquena,PE,2023-01-14 04:25:20,-4.6667,-73.5167,71.31,93,44,2.01
628,Coruripe,BR,2023-01-14 04:25:21,-10.1256,-36.1756,76.8,85,11,8.39
629,Belyy Yar,RU,2023-01-14 04:25:23,53.6039,91.3903,10.29,69,0,15.66
630,Bonthe,SL,2023-01-14 04:25:24,7.5264,-12.505,74.57,85,85,5.59
631,Fort-Shevchenko,KZ,2023-01-14 04:25:25,44.5086,50.263,24.48,48,0,32.68
632,San Andres,CO,2023-01-14 04:25:26,12.5847,-81.7006,80.62,74,20,11.5
633,Guapo,BR,2023-01-14 04:25:27,-16.8306,-49.5319,70.18,95,100,3.38
634,Wattegama,LK,2023-01-14 04:25:28,6.7989,81.4808,80.44,63,39,8.16
635,Sangamner,IN,2023-01-14 04:25:28,19.5667,74.2167,64.06,50,4,4.7
636,Xai-Xai,MZ,2023-01-14 04:25:29,-25.0519,33.6442,75.69,90,7,2.57
637,Ogaminana,NG,2023-01-14 04:25:29,7.5946,6.2248,71.87,28,98,0.85
638,Lekoni,GA,2023-01-14 04:25:30,-1.5843,14.2591,72.77,65,58,1.72
639,Viedma,AR,2023-01-14 04:25:31,-40.8135,-62.9967,62.51,67,1,10.0
640,Pokhara,NP,2023-01-14 04:25:32,28.2333,83.9833,63.82,28,0,3.74
641,Fomento,CU,2023-01-14 04:25:34,22.1039,-79.7217,69.55,74,0,4.43
642,Senanga,ZM,2023-01-14 04:25:35,-16.1167,23.2667,62.56,98,100,4.23
643,Ljungby,SE,2023-01-14 04:25:35,56.8332,13.9408,41.41,83,100,17.83
644,Yashkul,RU,2023-01-14 04:25:36,46.1711,45.3435,29.48,73,41,21.61
645,Youghal,IE,2023-01-14 04:26:37,51.95,-7.8506,47.41,100,100,16.53
646,Onguday,RU,2023-01-14 04:26:38,50.75,86.15,3.52,86,100,2.75
647,Halifax,CA,2023-01-14 04:26:39,44.6453,-63.5724,51.69,95,100,18.41
648,Benguela,AO,2023-01-14 04:26:40,-12.5763,13.4055,77.27,78,100,1.99
649,Puerto Narino,CO,2023-01-14 04:26:41,-3.7703,-70.3831,70.45,95,84,2.3
650,Kotido,UG,2023-01-14 04:26:42,2.9806,34.1331,67.33,49,0,6.71
651,Ahtopol,BG,2023-01-14 04:26:43,42.1,27.95,44.82,91,100,9.31
652,Loandjili,CG,2023-01-14 04:26:43,-4.7561,11.8578,75.25,87,75,2.8
653,Surazh,RU,2023-01-14 04:26:45,53.0175,32.3918,26.82,91,100,11.5
654,Ormara,PK,2023-01-14 04:26:46,25.2088,64.6357,52.29,30,0,12.64
655,Espirito Santo Do Pinhal,BR,2023-01-14 04:26:46,-22.1158,-46.6828,66.51,94,96,3.94
656,Bereda,ES,2023-01-14 04:26:47,43.2686,-7.5406,55.42,100,100,8.61
657,Asmar,AF,2023-01-14 04:26:48,35.0333,71.3581,35.22,38,0,11.68
658,Sambava,MG,2023-01-14 04:26:49,-14.2667,50.1667,76.64,86,97,6.85
659,Abakaliki,NG,2023-01-14 04:26:49,6.3163,8.1169,71.15,38,22,3.58
660,Saint-Pierre,RE,2023-01-14 04:26:50,-21.3393,55.4781,83.88,61,0,10.36
661,Erseke,AL,2023-01-14 04:26:51,40.3378,20.6789,34.97,79,92,0.2
662,Girona,ES,2023-01-14 04:26:52,41.9831,2.8249,39.67,93,0,0.0
663,Namikupa,TZ,2023-01-14 04:26:52,-10.8333,39.6,71.64,94,94,2.42
664,Linhares,BR,2023-01-14 04:26:54,-19.3911,-40.0722,72.18,96,57,2.66
665,Dese,ET,2023-01-14 04:26:54,11.1333,39.6333,46.17,67,24,1.97
666,Zapolyarnyy,RU,2023-01-14 04:26:55,69.4154,30.8136,22.28,86,94,13.51
667,Conakry,GN,2023-01-14 04:26:56,9.538,-13.6773,75.27,88,43,4.61
668,Dondo,MZ,2023-01-14 04:26:57,-19.6094,34.7431,76.51,90,13,2.86
669,Rusape,ZW,2023-01-14 04:26:57,-18.5278,32.1284,59.72,90,18,1.48
670,Kambove,CD,2023-01-14 04:26:58,-10.8764,26.5969,59.2,98,100,1.45
671,Eyrarbakki,IS,2023-01-14 04:26:59,63.863,-21.1481,19.45,74,100,14.32
672,Melfi,IT,2023-01-14 04:26:59,40.9965,15.6514,43.48,89,37,2.17
673,Chivay,PE,2023-01-14 04:27:00,-15.6383,-71.6011,47.28,38,0,5.61
674,Winburg,ZA,2023-01-14 04:27:00,-28.518,27.0093,64.78,25,18,7.83
675,Kalangala,UG,2023-01-14 04:27:01,-0.3089,32.225,65.55,74,31,3.04
676,Honningsvag,NO,2023-01-14 04:27:01,70.9821,25.9704,33.55,75,19,17.27
677,Nizwa,OM,2023-01-14 04:27:02,22.9333,57.5333,62.28,47,0,0.13
678,Sakakah,SA,2023-01-14 04:27:03,29.9697,40.2064,44.17,82,0,7.65
679,Gemena,CD,2023-01-14 04:27:04,3.25,19.7667,66.88,38,59,0.6
680,Gornopravdinsk,RU,2023-01-14 04:27:06,60.05,69.9,16.3,93,100,10.18
681,Tallinn,EE,2023-01-14 04:27:07,59.437,24.7535,40.35,91,75,8.05
682,Taltal,CL,2023-01-14 04:27:08,-25.4,-70.4833,67.23,76,0,3.44
683,Villazon,BO,2023-01-14 04:27:09,-22.0866,-65.5942,45.32,56,9,0.31
684,Jawa,JO,2023-01-14 04:27:10,31.8525,35.9393,43.11,61,5,4.61
685,Asind,IN,2023-01-14 04:27:11,25.7333,74.3333,56.71,37,0,5.5
686,Voyvozh,RU,2023-01-14 04:27:12,62.892,54.9635,19.54,92,100,9.1
687,Port Maria,JM,2023-01-14 04:27:12,18.3685,-76.8895,78.76,96,35,6.85
688,Grand-Lahou,CI,2023-01-14 04:27:13,5.1367,-5.0242,78.1,87,39,3.15
689,Betma,IN,2023-01-14 04:27:13,22.6833,75.6167,59.22,63,3,11.5
690,Port Said,EG,2023-01-14 04:27:14,31.2565,32.2841,53.58,82,40,11.5
691,Tabuk,PH,2023-01-14 04:28:15,17.4189,121.4443,81.82,65,43,5.28
692,Brufut,GM,2023-01-14 04:28:16,13.3814,-16.7518,66.29,63,0,3.44
693,Olinda,BR,2023-01-14 04:28:17,-8.0089,-34.8553,80.33,74,75,6.91
694,Vila Real De Santo Antonio,PT,2023-01-14 04:28:18,37.195,-7.4177,44.26,75,100,7.0
695,Kaina,NG,2023-01-14 04:28:19,12.6374,8.5873,56.71,19,22,8.52
696,Puerto Suarez,BO,2023-01-14 04:28:19,-18.95,-57.8,71.51,99,94,1.61
697,Naples,IT,2023-01-14 04:28:20,40.8333,14.25,56.14,78,40,3.44
698,Puerto Escondido,MX,2023-01-14 04:27:03,15.85,-97.0667,76.03,73,20,5.75
699,Esmeraldas,BR,2023-01-14 04:28:23,-19.7625,-44.3139,71.91,93,100,2.3
700,Waw,SS,2023-01-14 04:28:24,7.7029,27.9953,69.44,31,4,5.82
701,Kirundo,BI,2023-01-14 04:28:25,-2.5833,30.1667,56.26,96,86,1.43
702,Rincon,US,2023-01-14 04:28:26,32.296,-81.2354,44.85,53,75,12.66
703,Andenes,NO,2023-01-14 04:28:26,69.3143,16.1194,31.98,69,20,26.46
704,Kayes,ML,2023-01-14 04:28:27,14.0,-11.0,71.74,14,35,4.59
705,Nekhayevskiy,RU,2023-01-14 04:28:28,50.4106,41.7561,13.8,94,96,9.8
706,Bouafle,CI,2023-01-14 04:28:29,6.9904,-5.7442,66.22,78,32,3.38
707,Baghdad,IQ,2023-01-14 04:28:30,33.3406,44.4009,49.91,100,75,8.05
708,Deer Lake,CA,2023-01-14 04:28:31,49.1667,-57.4316,31.86,100,100,8.05
709,Totton,GB,2023-01-14 04:28:31,50.9188,-1.4904,51.19,94,100,13.0
710,Letterkenny,IE,2023-01-14 04:28:32,54.95,-7.7333,43.2,82,100,12.33
711,Verkhniy Mamon,RU,2023-01-14 04:28:33,50.1635,40.3832,20.32,91,99,12.39
712,Ust-Tsilma,RU,2023-01-14 04:28:34,65.441,52.1498,17.13,95,86,5.91
713,Narkevychi,UA,2023-01-14 04:28:36,49.5172,26.6418,33.39,93,88,6.06
714,Santander,ES,2023-01-14 04:28:37,43.4647,-3.8044,58.32,55,0,12.66
715,Djambala,CG,2023-01-14 04:24:51,-2.5447,14.7533,66.42,82,93,1.1
716,Zamania,IN,2023-01-14 04:28:38,25.4333,83.5667,68.67,49,4,4.97
717,Kidal,ML,2023-01-14 04:28:39,18.4411,1.4078,61.05,22,93,9.55
718,Maine-Soroa,NE,2023-01-14 04:28:40,13.2114,12.0241,59.14,23,85,9.73
719,Arona,ES,2023-01-14 04:28:41,28.0996,-16.681,58.82,63,0,19.57
